1= M 
490= Ancient Arabic Order of Nobles of the Mystic Shrine 
497= The Black Goat of the Woods with a Thousand Young 
498= Annuit Coeptis Novus Ordo Seclorum MDCCLXXVI 
509= World Conquest through World Jewish Government 
511= Lucifer Unanime Catonif Inononi Finotac Eminanu Reficul 
517= Ex Deo nascimur. In Jesu morimur. Per SS reviviscimus. 
522= Ancient Arabic Order of the Nobles of the Mystic Shrine 
532= Saalome gam naan ben Uurda gan njjber asaala Hesporoona 
567= Annuit Coeptis Novus Ordo Seclorum E Pluribus Unum 
603= Behold! it is revealed by Aiwass the minister of Hoor-paarkraat 
628= Visita Interiora Terrae Rectificando Invenies Occultum Lapidem 
669= Verwirrung Zweitracht Unordnung Beamtenherrschaft Grummet 
913= Hoor-Pa-Kraat Heru-PaKraath Hoor-Paar-Kraat Ra-HoorKhu Ra-Hoor-Khut Ra-Hoor-Khuit Heru-Ra-Ha
